21423,18114,2021-02-13
10100,5416,2022-08-26
1152,6363,2021-04-02
16488,7823,2021-11-05
1347,2234,2021-06-21
23275,23521,2021-03-20
22091,24953,2021-02-06
13845,151,2022-05-19
2530,13428,2021-05-27
4370,15761,2021-03-29
13006,21190,2022-04-04
3881,23427,2022-02-19
20385,1540,2021-07-16
10514,16170,2021-10-09
14783,24553,2021-05-23
12999,1078,2021-06-26
6475,21185,2022-05-14
14271,20736,2021-06-21
24052,1277,2021-04-27
21726,3634,2021-01-28
23470,4515,2022-05-08
7079,23922,2021-01-17
10402,8195,2021-09-19
14165,21714,2021-08-07
1891,19862,2021-11-18
15549,8671,2021-04-09
11473,11668,2022-07-13
6052,4094,2022-01-02
16323,439,2021-04-08
16423,1490,2021-10-25
15843,18567,2022-01-03
16916,16900,2022-04-02
10413,22546,2021-08-26
14991,16890,2021-06-17
3456,18187,2021-07-16
21848,15136,2021-04-12
10186,6890,2022-07-08
19560,20222,2022-01-31
4801,14632,2021-02-20
17529,19697,2022-04-23
705,6085,2021-12-20
15248,10049,2021-12-15
7561,13095,2022-06-26
23971,24818,2022-06-15
14620,7823,2022-06-27
24006,17473,2021-06-28
2509,9640,2021-06-23
12944,22705,2022-06-27
2955,4570,2021-10-14
17526,4761,2022-04-08
23587,11445,2021-06-13
1967,17254,2022-07-22
18143,6038,2021-08-28
1931,16589,2021-04-15
806,14988,2021-05-06
14118,11460,2022-05-14
22991,12191,2021-08-15
24353,11339,2022-02-23
24117,696,2021-10-04
14477,23190,2021-12-08
10481,23948,2022-03-10
7694,4441,2021-06-15
17531,10615,2021-07-23
2213,9027,2021-11-21
1200,21057,2021-12-10
17646,10211,2022-08-27
7533,7926,2021-07-18
3708,9748,2021-03-19
1215,12948,2022-04-28
18091,8281,2022-02-09
15578,22145,2022-08-13
13693,15611,2022-05-09
21014,2808,2022-02-01
4322,12085,2021-08-12
5549,12196,2022-07-20
24407,6123,2021-04-27
16430,4063,2022-03-25
1481,18858,2021-09-21
5887,4043,2021-10-19
9731,24281,2021-06-05
18214,12009,2021-07-02
20681,18655,2021-12-09
9327,8776,2021-08-16
6709,15701,2021-03-09
23804,18410,2021-12-04
18286,7918,2021-10-22
17783,11036,2021-12-29
5328,20784,2022-03-04
20716,19417,2021-05-20
21820,6775,2022-01-20
22891,12936,2021-02-09
14111,13801,2021-07-13
67,24862,2022-07-16
1492,20106,2021-06-08
1439,22137,2021-08-16
1466,14722,2021-10-07
10717,14806,2021-07-01
15589,24765,2021-04-11
21122,21764,2022-01-19
16698,10843,2021-06-25
4145,22471,2021-10-19
8915,19633,2021-11-28
5182,17454,2021-01-14
6091,6034,2021-05-11
24861,24813,2021-03-03
10887,17509,2021-08-24
6679,2645,2022-01-20
6966,8799,2021-12-08
14174,6120,2021-03-27
570,22183,2021-12-06
4822,1095,2022-02-20
9543,10974,2021-10-11
13241,1790,2021-02-08
8385,1877,2022-02-23
23993,20969,2021-05-20
