3037,15923
573,24107
2091,9636
3512,8458
1741,833
4143,23040
1802,5270
2367,11489
4505,9280
3798,12078
1255,4244
1631,23901
391,24697
4633,2895
2220,20126
2545,16072
3680,8251
1815,6994
995,1809
2405,18560
4738,1859
2342,9533
4026,5361
3656,21366
3789,7201
2409,23502
1676,19654
1582,14473
71,14736
2475,16474
105,16491
4816,21150
2720,11053
4977,21424
2921,1399
2098,21997
4371,13946
2971,7853
204,9597
3968,751
4083,3418
4749,19728
1953,6029
1852,10122
3518,20998
3861,2369
3074,22040
2047,22570
4251,14800
4238,1519
2866,18860
3580,15027
3538,2826
3337,22692
856,7107
417,6616
1853,1305
4774,23625
4155,22148
3109,17186
3588,9513
3047,2626
3625,8183
3111,3714
209,2178
3097,1202
4354,7412
3683,7737
1357,19136
1008,12975
3106,1335
902,12306
471,3927
4981,9888
248,12601
1455,2631
4527,24664
241,1017
1374,668
4217,16712
955,1531
873,10333
2990,19072
1625,9466
1223,8253
4756,9959
217,8563
3071,11888
1705,20498
627,20237
1300,22042
804,15035
3072,4631
137,1657
1687,22002
4202,8961
3595,691
2557,15060
4631,985
3028,2895
4730,7373
3848,16437
3655,396
1578,5182
1948,2488
264,12133
459,286
2380,10453
2474,13410
3858,22827
1125,19988
1051,9708
3893,4747
3577,1744
1773,3263
979,7714
2301,17319
209,22413
2181,3799
259,22363
4829,24690
2441,19438
1695,12608
641,11691
4404,20970
986,22249
2057,5005
4071,15579
3079,6077
940,17736
924,7352
3728,17713
4242,5364
1107,9995
1413,13032
1465,9290
1834,20361
2360,17735
2247,9904
653,6768
487,2117
842,3259
2232,13298
1739,22627
4682,16392
2883,13
223,10204
4142,14681
3483,13396
1449,23086
2132,16735
3229,17543
2642,11616
3959,21294
1379,8412
178,20804
4910,15499
3,6537
1126,624
2960,15709
2669,14329
3279,10152
929,6292
898,19315
4902,11011
2006,22153
4173,22575
1293,17953
745,1250
615,24850
137,9003
4929,7763
19,24282
4741,6210
3896,21089
1026,11920
1010,11677
4857,11520
2914,1796
1697,5782
3797,17093
318,5180
2435,14154
2695,24058
4549,10382
171,11429
3668,13844
2496,24049
3105,12329
945,1306
2373,4763
3127,16665
3609,19177
492,5529
3622,6285
3170,14939
259,7463
426,4355
2477,37
998,4008
166,14739
3096,17879
3155,3405
301,5457
2015,3432
4607,11652
655,17196
1460,9827
1361,19886
4607,24885
2030,20988
3295,22392
1118,16489
344,13555
1917,11180
2096,10662
4138,2612
3881,3880
3063,2161
3941,5070
1082,17392
48,18070
671,16394
4089,24786
2553,24819
4951,21983
3749,20554
3625,7347
4104,3541
1551,24309
4666,16933
3412,6922
4691,14047
4741,12052
2466,6213
3366,2380
2547,14246
4842,11887
2644,4340
3695,24030
234,14663
1141,21806
3814,21250
4690,6943
1370,22739
4011,18337
2774,11000
2663,8580
2801,13569
954,3264
1566,22739
4750,16355
1777,12376
3304,21750
4463,15149
2591,13790
4195,20780
4052,22754
1876,109
1869,5668
1667,13728
2870,15327
4408,3505
3844,13748
3877,8605
2399,9611
1422,9328
1935,7836
3072,3445
4912,6513
1786,18554
1893,15057
680,15318
1897,24973
3036,612
4151,12991
2920,4223
4162,414
1071,672
531,6548
1684,4309
4356,17950
4851,3497
212,13600
939,18859
4411,3456
2665,16371
1097,3445
1956,11249
1103,16126
2500,18968
843,22607
2711,15061
2878,15142
2838,4239
3758,3484
38,9252
4634,10371
1337,12401
1038,22506
4401,20397
391,117
1064,12747
1170,20375
1514,21744
2470,15287
2106,15747
3417,15697
2736,19257
4959,3002
2083,22314
3308,24915
101,1713
3143,18626
3514,11367
3442,19033
1890,17349
3353,4301
4558,11930
4093,17647
4622,18360
2537,17174
2276,196
120,17751
3551,23186
1897,15632
2682,18656
3693,21747
3309,10202
4165,21311
579,16763
4236,1849
1621,7529
1896,7291
2187,15133
1224,14927
4079,5473
835,8005
2124,15085
4356,448
2537,13708
1602,16093
1579,14508
2603,23009
3662,2149
1739,23890
1537,7464
2545,18433
599,14050
1228,2507
4631,22763
1964,5371
316,24182
4195,21450
1641,11828
3402,15695
1755,22123
3888,24119
4741,20405
1560,13979
334,4771
1728,5722
2646,19537
2505,22757
2006,1516
4278,16468
2793,11584
3902,19276
2389,4074
2675,15964
4923,11618
2554,9923
4977,8200
2374,37
434,23367
2168,18432
899,17487
109,21619
1955,1715
2933,19083
3474,3809
1502,9081
1053,1463
4295,4738
1152,22159
2975,23725
350,21602
2676,900
3931,877
4153,18636
1305,5940
916,6265
1960,2171
2168,8139
3351,11112
3647,19211
899,14766
4511,13252
1217,2954
3236,4252
1465,19378
4657,14013
2936,10629
4133,9143
2962,17021
1374,2548
3221,18892
4332,4995
3779,9788
3790,6962
3076,13759
1248,17981
3824,11514
2148,12092
3786,19827
4453,14399
3247,22835
2518,7129
4927,23592
3933,14562
136,22804
1631,6988
2697,5263
3955,21522
2834,3264
3265,18920
394,7129
2995,14735
4485,4822
4775,10621
1614,5064
339,13701
254,13902
2260,802
4424,7739
3473,10484
703,1854
3638,17187
377,23476
1138,18250
4703,3971
3402,23030
2122,8654
1296,11048
4569,9545
893,13913
4528,13642
3423,17270
3314,1366
2110,24255
2164,3765
4500,8960
2761,21859
3932,13315
4600,7258
261,3111
4513,4555
2264,8661
1466,1507
3699,8006
4947,19703
3852,18002
4337,13116
2917,2161
4482,15091
372,5522
4738,22682
3192,5095
385,9236
2331,3250
2862,13738
1951,15562
1035,900
3263,9147
61,3259
283,15777
1353,5452
4042,4222
1771,4725
1814,2533
302,18333
3843,10986
874,4803
3849,13288
709,18792
2478,24998
2053,21941
1376,14185
2765,22107
3841,2755
3795,24226
3780,12711
1242,537
2841,13474
1664,4989
1083,1363
463,19751
2770,5594
76,15878
3266,12228
4964,6107
4194,10148
3789,23372
1644,3464
3067,20978
2237,14872
301,15484
3519,10582
2768,16031
34,6577
3229,10310
4909,6532
3432,10452
1043,10702
3551,7435
634,21274
1368,16131
2008,18175
2337,11345
1866,20485
2941,1227
4806,5662
883,5477
472,17160
946,15139
4372,23150
2914,3286
636,22165
2510,21770
871,14195
1468,12276
1641,19567
1396,14907
603,21917
1116,9168
1232,22273
1894,21600
4181,23682
4663,1791
4189,19895
4311,7015
1277,11777
2067,13507
4395,453
1221,13410
1307,9097
598,11552
926,718
4507,16664
245,5008
2378,15473
2764,20735
3635,14184
874,3221
2029,7973
2120,21277
3305,23840
3849,15046
775,4444
2019,8173
4327,17
1803,6786
523,23439
1896,3261
1255,13230
3923,11968
1368,7135
1515,2666
2271,17322
3702,23962
3553,1170
2723,1845
4413,21134
3368,2309
1102,21487
4689,21129
3614,7249
1638,6660
1607,18225
4872,1695
4681,20698
4139,699
1866,16220
1234,12760
325,11402
4232,23478
2778,10484
1084,9638
1987,2532
1375,10879
3120,11573
1169,23502
1162,8133
3263,20570
338,2430
699,19315
3836,15568
1221,22454
4637,2109
4506,12696
4685,18343
1031,1238
2899,10135
4314,14828
1705,17749
2591,17229
4246,10234
3852,22965
2099,22456
2107,19364
3828,23199
1665,16760
900,9356
4373,23804
3110,22291
268,1661
513,9378
480,3869
4273,5916
4934,434
66,3536
2704,17538
28,12136
1187,20118
275,20974
3299,9237
1846,19592
4204,15191
1853,19695
3385,10944
3153,7311
1649,19005
3791,20508
1711,8805
2111,1317
1537,3504
754,15771
3328,15675
1409,8519
3761,14058
2810,6411
139,5637
3588,175
2336,6026
2268,17471
799,17102
4049,4612
3998,8189
3709,20115
4818,12938
4632,2636
801,91
1069,4827
2910,20527
1825,24102
1226,4245
4183,18072
2252,12724
4005,3576
3901,20363
934,15266
706,12487
391,4041
1407,6683
4016,910
436,1714
5000,11367
884,14464
1930,7447
1029,6404
1014,17718
2704,6712
4626,800
1409,7289
3697,4777
1613,3270
488,3683
1698,4778
2749,10961
349,3224
2411,7385
2666,8275
4622,5702
3784,12986
4196,3071
4109,901
288,13169
4791,14220
1010,10206
534,15447
3523,2718
1617,16185
4357,2429
1664,14124
3436,22271
3996,7468
635,8716
4690,5640
1198,18335
2614,23048
1642,8373
2157,7172
4160,7486
3304,5611
2883,5559
1867,8355
3076,2051
3994,4627
875,12082
2068,6628
2302,16006
3552,19410
3017,2057
299,18962
3850,13364
1281,16816
774,1168
1647,18765
4344,4487
4940,13003
2587,8914
2084,6482
2040,18380
3160,6488
1832,7124
1488,20942
2204,3622
2327,23201
2718,20102
584,13756
376,24925
1191,19304
3448,22044
2918,19131
1312,12038
1411,78
246,9596
4821,18465
424,12787
2443,4316
147,14376
1247,1142
4082,22437
2112,23294
3066,15975
2184,7760
2219,20636
3091,2681
