24544,4897,2021-09-11
11929,20566,2022-08-01
18149,22781,2022-08-23
10963,11007,2021-10-16
5932,13540,2021-10-15
13153,14093,2022-01-06
13071,4475,2022-04-04
15112,22846,2021-04-22
24744,1169,2021-03-29
24674,76,2021-05-02
13084,21793,2022-07-26
13705,7845,2021-03-13
12974,22789,2022-05-17
20942,16686,2022-05-26
1103,890,2022-03-03
17641,9775,2021-07-16
19888,15356,2022-04-16
23730,18642,2021-10-28
5811,17625,2022-04-15
23351,2848,2021-08-24
11944,17143,2022-08-14
21096,12622,2021-06-12
7808,15558,2021-05-21
11961,16146,2022-03-26
20004,3086,2022-08-12
12920,22156,2021-03-12
10923,5606,2021-01-30
24046,19597,2021-02-21
1196,15778,2021-06-06
21973,11326,2021-06-18
21806,15609,2021-06-10
24285,6123,2021-03-09
16618,492,2021-02-19
254,17210,2021-03-16
6707,11578,2021-07-02
10361,21957,2022-05-24
9883,8610,2021-07-08
15392,21780,2022-04-12
1775,4772,2022-01-10
19814,21257,2021-03-19
1755,24885,2021-05-23
19252,17850,2021-12-01
10138,24196,2022-08-29
5181,15803,2021-03-23
15446,3883,2022-03-14
14158,7543,2021-06-29
16983,5767,2021-12-04
7540,22988,2021-06-11
22220,1369,2021-06-06
8642,1832,2021-05-05
20006,19225,2021-08-28
20827,17011,2021-04-16
15628,16219,2022-06-16
2973,7582,2021-02-20
16558,18752,2021-02-16
18750,9702,2021-05-17
65,20007,2022-03-25
19280,6597,2021-07-31
22417,1139,2022-06-23
23891,19458,2022-06-03
24615,17402,2021-01-22
14297,21982,2022-04-13
22155,21015,2022-07-06
15479,19995,2022-06-08
1868,3632,2022-01-30
24924,20043,2022-06-17
11269,9403,2021-02-25
15687,3610,2022-06-10
17032,908,2021-10-02
7664,1072,2021-01-02
19325,4700,2021-01-01
71,7432,2021-05-21
10026,19477,2021-12-28
20041,12095,2021-01-21
4937,10969,2021-12-05
8872,19935,2022-03-13
17863,15470,2022-04-10
7337,6936,2021-07-12
6211,21610,2021-10-12
4151,456,2022-01-01
8131,15224,2022-07-19
5497,11749,2021-03-05
15122,21004,2022-06-06
4169,17441,2021-08-23
13824,23982,2021-03-24
2187,13844,2021-10-06
10014,10046,2021-09-15
2460,7246,2022-03-27
17075,12348,2021-12-06
128,24432,2022-04-04
20851,100,2021-12-09
14220,22775,2021-07-03
16759,18117,2021-05-05
22501,29,2022-03-16
154,15150,2021-09-04
19318,22831,2022-05-07
17970,18589,2022-08-15
24832,24143,2021-10-12
23857,20232,2021-12-01
1113,11140,2021-10-10
569,7256,2021-01-15
11735,23570,2021-11-24
20329,3809,2022-08-13
23546,8698,2022-04-05
16023,17066,2021-09-17
5694,4267,2021-10-22
2858,1363,2021-11-14
18680,20527,2021-07-14
6998,17308,2022-08-29
18781,401,2021-10-19
2161,17963,2021-05-23
16340,14946,2021-02-18
14711,3096,2022-02-18
16317,14737,2021-10-23
11116,8669,2021-09-26
22117,16224,2021-12-05
6402,10202,2021-12-22
9692,3167,2021-12-22
14894,12098,2022-01-29
19279,2487,2022-05-24
16413,12512,2021-12-02
23490,23846,2021-01-31
11862,13134,2021-03-02
17031,23143,2022-06-20
15158,565,2022-07-05
12267,21581,2022-07-09
3435,3727,2022-02-19
3917,20632,2021-01-24
20079,14929,2022-07-21
23485,16035,2021-12-26
7043,2056,2022-04-27
18855,6421,2021-06-07
915,5432,2021-08-27
21694,3191,2021-12-07
5892,8543,2021-10-07
3502,19312,2022-08-21
5747,9786,2022-03-23
1652,23143,2021-05-03
4738,21479,2022-07-05
22207,20013,2021-08-17
10643,20288,2021-10-18
19468,23715,2022-07-25
4033,11348,2021-06-18
21329,5586,2022-04-25
14214,131,2021-06-07
7811,22299,2021-09-18
7631,620,2021-12-29
11759,13615,2021-01-22
23441,4469,2021-02-10
2438,5674,2021-01-12
8540,17860,2021-05-18
7592,1731,2021-07-10
24097,4284,2021-08-24
5258,16487,2022-07-29
23531,23661,2022-06-06
24219,7881,2021-12-09
4810,22876,2022-01-08
21830,23730,2021-12-10
23254,19778,2022-04-25
10149,24675,2021-01-17
6886,10356,2021-06-06
23354,14951,2022-08-26
10570,7117,2021-09-15
16757,22918,2022-02-25
1991,13104,2022-05-30
3651,5483,2022-08-22
21368,11525,2021-05-16
4278,18356,2022-01-05
1808,19764,2021-06-02
3937,3791,2022-06-11
4442,895,2021-04-20
30,16866,2021-12-08
11148,11012,2021-04-16
9295,12143,2021-06-18
11913,12635,2022-07-30
237,3193,2021-01-26
5635,12904,2021-10-14
9757,9401,2021-06-11
8101,12423,2021-05-06
21250,21196,2021-05-03
8934,21892,2022-03-19
